;sp260223_001 ch: 1907283U1;;sp260223_001 ch: 7513481SP;
Wavelength [nm];Intensity;Wavelength [nm];intensity;
368,8740;219,14726;352,9251;90,517043;
369,1628;221,99504;353,2122;89,942799;
369,4517;226,20928;353,4994;83,418278;
369,7406;237,29594;353,7866;81,625115;
370,0295;243,74826;354,0738;89,500192;
370,3184;257,27066;354,3610;91,903536;
370,6073;265,0253;354,6482;91,173201;
370,8962;267,48382;354,9354;90,193879;
371,1851;275,88791;355,2226;87,817598;
371,4740;275,9796;355,5098;91,136446;
371,7629;302,79519;355,7970;93,294139;
372,0518;302,58338;356,0842;94,160161;
372,3407;321,34219;356,3713;91,181913;
372,6296;333,31101;356,6585;92,632798;
372,9185;344,77882;356,9457;88,727651;
373,2074;362,73935;357,2329;89,844962;
373,4963;372,63699;357,5201;89,463895;
373,7851;384,53739;357,8073;93,408824;
374,0740;410,49542;358,0945;93,680321;
374,3629;430,42889;358,3817;92,166784;
374,6518;435,25806;358,6689;91,668913;
374,9407;451,62594;358,9561;93,019294;
375,2296;466,17086;359,2433;88,786623;
375,5185;488,42655;359,5305;91,463426;
375,8074;507,75134;359,8176;96,992442;
376,0963;527,0925;360,1048;93,202532;
376,3852;551,63828;360,3920;92,477992;
376,6741;569,9195;360,6792;99,563821;
376,9630;590,28527;360,9664;91,935439;
377,2519;614,4566;361,2536;99,108999;
377,5408;639,5455;361,5408;99,357794;
377,8297;669,86701;361,8280;101,09692;
378,1186;696,14083;362,1152;103,83423;
378,4074;722,52303;362,4024;104,29545;
378,6963;746,29463;362,6896;100,79553;
378,9852;781,22666;362,9767;102,67895;
379,2741;800,32194;363,2639;100,26946;
379,5630;832,99361;363,5511;101,0636;
379,8519;871,1559;363,8383;108,87199;
380,1408;908,23811;364,1255;111,63828;
380,4297;935,91596;364,4127;110,77798;
380,7186;973,22393;364,6999;112,11901;
381,0075;1010,4936;364,9871;116,69603;
381,2964;1030,637;365,2743;121,56888;
381,5853;1058,8275;365,5615;127,52838;
381,8742;1103,3677;365,8487;125,2673;
382,1631;1142,9998;366,1359;129,77241;
382,4520;1183,796;366,4230;134,3979;
382,7409;1220,4764;366,7102;133,2783;
383,0297;1276,5616;366,9974;129,66944;
383,3186;1317,7784;367,2846;139,93683;
383,6075;1361,4432;367,5718;143,29828;
383,8964;1409,0305;367,8590;140,97546;
384,1853;1466,3236;368,1462;142,106;
384,4742;1517,2827;368,4334;154,89339;
384,7631;1575,0905;368,7206;164,58207;
385,0520;1622,53;369,0078;165,30688;
385,3409;1671,5688;369,2950;162,33232;
385,6298;1728,4729;369,5821;175,89522;
385,9187;1769,8719;369,8693;181,55719;
386,2076;1813,1369;370,1565;189,07847;
386,4965;1860,8915;370,4437;189,89983;
386,7854;1909,1561;370,7309;194,61715;
387,0743;1964,2801;371,0181;203,37503;
387,3632;2016,187;371,3053;215,11607;
387,6520;2071,4395;371,5925;221,64747;
387,9409;2131,2491;371,8797;227,50949;
388,2298;2177,9629;372,1669;232,17073;
388,5187;2231,6116;372,4541;243,70389;
388,8076;2296,0612;372,7412;253,89226;
389,0965;2350,3044;373,0284;262,85347;
389,3854;2419,4433;373,3156;276,86576;
389,6743;2455,8745;373,6028;287,92385;
389,9632;2530,381;373,8900;299,25488;
390,2521;2586,4775;374,1772;309,22096;
390,5410;2659,6918;374,4644;318,37454;
390,8299;2716,6223;374,7516;337,65768;
391,1188;2782,8786;375,0388;344,9676;
391,4077;2841,8395;375,3260;364,04608;
391,6966;2904,4469;375,6132;379,60672;
391,9855;2984,1327;375,9004;389,60935;
392,2743;3038,0217;376,1875;409,22612;
392,5632;3101,5175;376,4747;422,19296;
392,8521;3150,5407;376,7619;447,92281;
393,1410;3218,1015;377,0491;453,70686;
393,4299;3301,4546;377,3363;476,697;
393,7188;3379,6014;377,6235;489,5862;
394,0077;3444,3563;377,9107;507,52473;
394,2966;3501,9298;378,1979;527,85262;
394,5855;3585,2165;378,4851;546,52396;
394,8744;3663,3989;378,7723;565,61902;
395,1633;3738,9926;379,0595;585,89296;
395,4522;3805,6546;379,3466;599,03499;
395,7411;3889,6286;379,6338;629,61755;
396,0300;3967,3061;379,9210;649,50053;
396,3189;4046,1265;380,2082;671,06552;
396,6078;4125,2454;380,4954;696,02286;
396,8966;4217,3966;380,7826;718,03768;
397,1855;4303,9844;381,0698;732,28145;
397,4744;4377,2685;381,3570;756,59468;
397,7633;4448,3048;381,6442;780,68603;
398,0522;4522,8469;381,9314;807,87114;
398,3411;4599,5949;382,2186;831,17436;
398,6300;4650,4992;382,5058;856,11962;
398,9189;4721,6784;382,7929;880,41735;
399,2078;4761,0501;383,0801;901,32849;
399,4967;4826,1509;383,3673;927,33255;
399,7856;4874,2033;383,6545;949,87352;
400,0745;4925,1897;383,9417;969,57565;
400,3634;4964,4873;384,2289;994,04851;
400,6523;5007,1667;384,5161;1024,3797;
400,9412;5026,6313;384,8033;1053,1142;
401,2301;5069,5419;385,0905;1072,5177;
401,5189;5100,8507;385,3777;1096,1246;
401,8078;5176,2751;385,6649;1129,5915;
402,0967;5196,5937;385,9520;1153,3517;
402,3856;5291,0154;386,2392;1194,874;
402,6745;5348,0772;386,5264;1203,4553;
402,9634;5422,8105;386,8136;1235,1614;
403,2523;5459,3492;387,1008;1263,42;
403,5412;5515,0524;387,3880;1291,6522;
403,8301;5573,7546;387,6752;1322,2379;
404,1190;5680,9132;387,9624;1354,4207;
404,4079;5703,0655;388,2496;1387,8009;
404,6968;5770,7353;388,5368;1407,3761;
404,9857;5801,5966;388,8240;1434,0602;
405,2746;5837,1047;389,1111;1472,3651;
405,5635;5849,6509;389,3983;1508,0389;
405,8524;5898,0524;389,6855;1528,1277;
406,1412;5911,3882;389,9727;1565,9877;
406,4301;5972,4447;390,2599;1595,5694;
406,7190;6002,864;390,5471;1620,9869;
407,0079;6040,9624;390,8343;1658,4732;
407,2968;6109,9844;391,1215;1687,4668;
407,5857;6172,1634;391,4087;1717,1058;
407,8746;6218,6343;391,6959;1747,4609;
408,1635;6265,9913;391,9831;1779,5408;
408,4524;6326,1159;392,2703;1822,5876;
408,7413;6381,1757;392,5574;1854,0871;
409,0302;6425,2449;392,8446;1872,6926;
409,3191;6453,7594;393,1318;1904,4677;
409,6080;6522,8039;393,4190;1945,4807;
409,8969;6576,4882;393,7062;1982,7288;
410,1858;6592,1055;393,9934;2020,1308;
410,4747;6617,559;394,2806;2055,2736;
410,7635;6691,6818;394,5678;2078,1323;
411,0524;6700,8477;394,8550;2113,8875;
411,3413;6749,0185;395,1422;2151,8036;
411,6302;6761,4096;395,4294;2171,3464;
411,9191;6809,2865;395,7165;2200,9956;
412,2080;6844,7241;396,0037;2240,3633;
412,4969;6941,9703;396,2909;2298,1608;
412,7858;6896,6023;396,5781;2331,633;
413,0747;6975,4702;396,8653;2362,9023;
413,3636;6975,5773;397,1525;2393,4676;
413,6525;7044,3151;397,4397;2434,5212;
413,9414;7048,3314;397,7269;2464,8048;
414,2303;7097,3869;398,0141;2499,4298;
414,5192;7123,219;398,3013;2533,603;
414,8081;7114,321;398,5885;2574,3646;
415,0970;7143,284;398,8757;2620,2115;
415,3858;7205,6165;399,1628;2641,5125;
415,6747;7202,8658;399,4500;2703,7236;
415,9636;7258,5922;399,7372;2723,6527;
416,2525;7281,1309;400,0244;2763,9087;
416,5414;7314,0087;400,3116;2811,2189;
416,8303;7325,1613;400,5988;2850,6064;
417,1192;7351,4086;400,8860;2895,6021;
417,4081;7360,9798;401,1732;2943,1362;
417,6970;7374,5095;401,4604;2988,6599;
417,9859;7378,4638;401,7476;3024,9254;
418,2748;7351,7758;402,0348;3059,1547;
418,5637;7299,538;402,3219;3091,2258;
418,8526;7292,7879;402,6091;3144,9102;
419,1415;7294,8141;402,8963;3198,2175;
419,4304;7272,3248;403,1835;3241,3601;
419,7193;7290,9928;403,4707;3292,1241;
420,0081;7317,7528;403,7579;3331,9838;
420,2970;7353,5363;404,0451;3377,6161;
420,5859;7388,5626;404,3323;3432,0145;
420,8748;7464,958;404,6195;3481,4948;
421,1637;7524,9388;404,9067;3536,4912;
421,4526;7566,9947;405,1939;3582,3393;
421,7415;7605,0316;405,4811;3641,4081;
422,0304;7657,8711;405,7682;3693,4199;
422,3193;7693,3398;406,0554;3745,472;
422,6082;7730,6461;406,3426;3808,063;
422,8971;7702,2359;406,6298;3847,7139;
423,1860;7761,7988;406,9170;3916,0795;
423,4749;7758,7372;407,2042;3920,4255;
423,7638;7759,3203;407,4914;4019,5734;
424,0527;7734,6147;407,7786;4088,6081;
424,3416;7776,6591;408,0658;4132,9717;
424,6304;7798,0227;408,3530;4174,8548;
424,9193;7830,5409;408,6402;4241,4876;
425,2082;7835,5447;408,9273;4274,6224;
425,4971;7884,1457;409,2145;4354,2191;
425,7860;7855,3403;409,5017;4423,1471;
426,0749;7886,6149;409,7889;4476,0631;
426,3638;7897,0752;410,0761;4547,3768;
426,6527;7906,886;410,3633;4598,779;
426,9416;7900,7909;410,6505;4666,7794;
427,2305;7920,3431;410,9377;4729,0539;
427,5194;7950,4168;411,2249;4764,2321;
427,8083;7981,2365;411,5121;4817,1713;
428,0972;7937,444;411,7993;4896,1938;
428,3861;7950,7213;412,0864;4965,394;
428,6750;7974,4773;412,3736;5012,5761;
428,9639;7988,4703;412,6608;5062,4867;
429,2527;7991,1832;412,9480;5133,6142;
429,5416;8017,6565;413,2352;5207,5144;
429,8305;8046,6386;413,5224;5285,641;
430,1194;8051,9926;413,8096;5355,089;
430,4083;8052,3406;414,0968;5406,3271;
430,6972;8094,7375;414,3840;5471,8167;
430,9861;8127,9774;414,6712;5534,2546;
431,2750;8105,48;414,9584;5576,7071;
431,5639;8115,4751;415,2456;5624,6441;
431,8528;8135,3965;415,5327;5690,8991;
432,1417;8190,0696;415,8199;5758,1217;
432,4306;8184,4928;416,1071;5813,2072;
432,7195;8216,8874;416,3943;5889,2752;
433,0084;8243,7537;416,6815;5914,1358;
433,2973;8247,9921;416,9687;5996,3065;
433,5862;8287,525;417,2559;6047,8763;
433,8750;8316,185;417,5431;6092,1466;
434,1639;8333,0903;417,8303;6173,6902;
434,4528;8375,4773;418,1175;6189,3273;
434,7417;8383,821;418,4047;6303,2575;
435,0306;8446,4295;418,6918;6318,1436;
435,3195;8451,2313;418,9790;6328,4242;
435,6084;8454,0521;419,2662;6418,1986;
435,8973;8390,4611;419,5534;6456,9422;
436,1862;8384,3266;419,8406;6546,8717;
436,4751;8351,107;420,1278;6588,4888;
436,7640;8304,6156;420,4150;6621,0288;
437,0529;8294,592;420,7022;6682,2768;
437,3418;8315,9085;420,9894;6732,3394;
437,6307;8333,2145;421,2766;6773,1965;
437,9196;8407,2885;421,5638;6834,048;
438,2085;8450,4855;421,8510;6867,3285;
438,4974;8521,2767;422,1381;6931,502;
438,7862;8575,1253;422,4253;6974,3805;
439,0751;8684,9291;422,7125;7043,5137;
439,3640;8744,8464;422,9997;7095,4008;
439,6529;8851,7978;423,2869;7146,8782;
439,9418;8887,1184;423,5741;7195,1745;
440,2307;8927,9697;423,8613;7223,0834;
440,5196;8964,7308;424,1485;7252,313;
440,8085;9010,2358;424,4357;7299,4648;
441,0974;9028,9543;424,7229;7359,147;
441,3863;9077,9534;425,0101;7402,346;
441,6752;9127,6649;425,2972;7437,7048;
441,9641;9141,2207;425,5844;7488,2643;
442,2530;9173,442;425,8716;7536,4578;
442,5419;9231,008;426,1588;7594,6456;
442,8308;9280,4216;426,4460;7642,1099;
443,1197;9310,4094;426,7332;7659,3515;
443,4085;9354,2468;427,0204;7720,3785;
443,6974;9388,7999;427,3076;7745,4702;
443,9863;9405,4293;427,5948;7803,527;
444,2752;9398,0744;427,8820;7798,2683;
444,5641;9434,7088;428,1692;7876,412;
444,8530;9467,7588;428,4563;7929,2217;
445,1419;9527,774;428,7435;7894,9708;
445,4308;9608,227;429,0307;7939,3222;
445,7197;9687,8235;429,3179;7982,7995;
446,0086;9729,9233;429,6051;8029,5697;
446,2975;9842,5383;429,8923;8041,9469;
446,5864;9916,8413;430,1795;8095,2096;
446,8753;9940,0762;430,4667;8104,4467;
447,1642;10032,936;430,7539;8124,4789;
447,4531;10107,418;431,0411;8174,6185;
447,7420;10153,63;431,3283;8175,9779;
448,0308;10208,003;431,6155;8210,1666;
448,3197;10282,899;431,9026;8227,9248;
448,6086;10386,64;432,1898;8263,2002;
448,8975;10437,988;432,4770;8260,8958;
449,1864;10446,444;432,7642;8286,6194;
449,4753;10515,457;433,0514;8308,1884;
449,7642;10606,379;433,3386;8338,5023;
450,0531;10669,898;433,6258;8394,1391;
450,3420;10737,599;433,9130;8408,9776;
450,6309;10777,662;434,2002;8412,2896;
450,9198;10869,041;434,4874;8429,4488;
451,2087;10902,997;434,7746;8460,5633;
451,4976;11009,215;435,0617;8472,9156;
451,7865;11062,362;435,3489;8465,1054;
452,0754;11174,934;435,6361;8501,0386;
452,3643;11230,056;435,9233;8529,0392;
452,6531;11288,408;436,2105;8529,7341;
452,9420;11368,097;436,4977;8544,2846;
453,2309;11434,99;436,7849;8532,7999;
453,5198;11521,148;437,0721;8547,4019;
453,8087;11649,79;437,3593;8592,2864;
454,0976;11721,297;437,6465;8608,8548;
454,3865;11782,525;437,9337;8586,8642;
454,6754;11881,695;438,2209;8578,1042;
454,9643;11954,406;438,5080;8619,2427;
455,2532;12055,086;438,7952;8625,5633;
455,5421;12177,119;439,0824;8639,5811;
455,8310;12261,995;439,3696;8678,4549;
456,1199;12349,331;439,6568;8703,2497;
456,4088;12453,771;439,9440;8708,8002;
456,6977;12538,635;440,2312;8751,8002;
456,9866;12651,943;440,5184;8716,056;
457,2754;12739,04;440,8056;8740,0018;
457,5643;12823,857;441,0928;8722,4739;
457,8532;12886,861;441,3800;8770,7802;
458,1421;12918,588;441,6671;8739,5962;
458,4310;12901,457;441,9543;8737,4389;
458,7199;12961,478;442,2415;8780,2975;
459,0088;12902,571;442,5287;8842,0465;
459,2977;12921,259;442,8159;8814,9431;
459,5866;12935,035;443,1031;8841,3226;
459,8755;13058,315;443,3903;8867,5828;
460,1644;13166,364;443,6775;8852,0365;
460,4533;13290,165;443,9647;8887,9917;
460,7422;13348,662;444,2519;8934,6795;
461,0311;13625,753;444,5391;8952,1851;
461,3200;13712,577;444,8263;8950,3773;
461,6089;13947,72;445,1134;8957,7481;
461,8977;14073,418;445,4006;8983,5369;
462,1866;14207,019;445,6878;8986,6202;
462,4755;14309,32;445,9750;9038,8535;
462,7644;14416,697;446,2622;9055,1407;
463,0533;14514,693;446,5494;9062,8806;
463,3422;14557,61;446,8366;9082,7404;
463,6311;14716,213;447,1238;9100,3253;
463,9200;14877,21;447,4110;9145,7782;
464,2089;14939,39;447,6982;9185,6018;
464,4978;15023,859;447,9854;9189,0501;
464,7867;15091,357;448,2725;9190,8855;
465,0756;15196,878;448,5597;9225,7748;
465,3645;15271,949;448,8469;9253,6092;
465,6534;15385,295;449,1341;9262,4676;
465,9423;15450,295;449,4213;9307,1691;
466,2312;15574,085;449,7085;9331,6388;
466,5200;15729,093;449,9957;9372,1698;
466,8089;15839,669;450,2829;9390,8378;
467,0978;15949,885;450,5701;9408,598;
467,3867;16064,176;450,8573;9405,8596;
467,6756;16125,395;451,1445;9432,8897;
467,9645;16174,057;451,4316;9487,3074;
468,2534;16232,286;451,7188;9559,758;
468,5423;16292,98;452,0060;9540,0395;
468,8312;16362,667;452,2932;9616,0736;
469,1201;16369,744;452,5804;9641,9916;
469,4090;16451,938;452,8676;9715,4058;
469,6979;16475,078;453,1548;9685,6359;
469,9868;16621,123;453,4420;9744,714;
470,2757;16758,53;453,7292;9764,9486;
470,5646;16945,692;454,0164;9874,1771;
470,8535;17087,369;454,3036;9847,4352;
471,1423;17223,322;454,5908;9896,0611;
471,4312;17352,874;454,8779;9904,8794;
471,7201;17572,951;455,1651;9971,2598;
472,0090;17565,39;455,4523;10018,933;
472,2979;17776,866;455,7395;10063,253;
472,5868;17882,669;456,0267;10088,356;
472,8757;17946,041;456,3139;10125,214;
473,1646;17969,571;456,6011;10147,864;
473,4535;18126,66;456,8883;10203,367;
473,7424;18203,81;457,1755;10241,466;
474,0313;18432,832;457,4627;10326,904;
474,3202;18522,548;457,7499;10339,74;
474,6091;18639,411;458,0370;10350,725;
474,8980;18775,934;458,3242;10380,367;
475,1869;18845,427;458,6114;10430,81;
475,4758;18959,036;458,8986;10482,676;
475,7646;19145,985;459,1858;10517,706;
476,0535;19167,48;459,4730;10551,385;
476,3424;19441,174;459,7602;10621,959;
476,6313;19380,105;460,0474;10683,763;
476,9202;19537,727;460,3346;10685,275;
477,2091;19567,861;460,6218;10696,407;
477,4980;19729,094;460,9090;10747,803;
477,7869;19764,094;461,1962;10805,349;
478,0758;19733,886;461,4833;10848,523;
478,3647;19693,874;461,7705;10898,828;
478,6536;19790,135;462,0577;10980,032;
478,9425;19867,249;462,3449;11031,844;
479,2314;19924,486;462,6321;11072,508;
479,5203;20013,908;462,9193;11126,049;
479,8092;20174,28;463,2065;11179,614;
480,0981;20272,843;463,4937;11246,535;
480,3869;20429,838;463,7809;11293,969;
480,6758;20636,72;464,0681;11336,852;
480,9647;20791,069;464,3553;11431,643;
481,2536;20944,328;464,6424;11548,109;
481,5425;21140,804;464,9296;11574,542;
481,8314;21379,999;465,2168;11617,87;
482,1203;21462,906;465,5040;11698,968;
482,4092;21464,462;465,7912;11767,859;
482,6981;21622,635;466,0784;11779,751;
482,9870;21767,664;466,3656;11928,318;
483,2759;21908,685;466,6528;11988,563;
483,5648;22058,095;466,9400;12077,924;
483,8537;22130,3;467,2272;12087,001;
484,1426;22259,084;467,5144;12202,094;
484,4315;22352,415;467,8015;12285,174;
484,7204;22509,355;468,0887;12377,621;
485,0092;22598,815;468,3759;12428,903;
485,2981;22747,604;468,6631;12515,636;
485,5870;22850,75;468,9503;12616,429;
485,8759;22983,922;469,2375;12708,26;
486,1648;22882,473;469,5247;12737,21;
486,4537;22963,046;469,8119;12810,764;
486,7426;23016,821;470,0991;12893,951;
487,0315;23046,483;470,3863;12994,076;
487,3204;22927,053;470,6735;13101,653;
487,6093;23092,044;470,9607;13164,29;
487,8982;23044,152;471,2478;13258,757;
488,1871;23070,83;471,5350;13387,823;
488,4760;23080,086;471,8222;13465,574;
488,7649;23126,249;472,1094;13533,241;
489,0538;23148,737;472,3966;13607,268;
489,3427;23264,974;472,6838;13712,116;
489,6315;23150,616;472,9710;13822,644;
489,9204;23175,334;473,2582;13905,612;
490,2093;23197,815;473,5454;14039,42;
490,4982;23282,057;473,8326;14183,734;
490,7871;23354,476;474,1198;14271,855;
491,0760;23385,447;474,4069;14352,089;
491,3649;23378,227;474,6941;14451,199;
491,6538;23495,887;474,9813;14562,659;
491,9427;23483,384;475,2685;14675,282;
492,2316;23529,446;475,5557;14817,084;
492,5205;23602,45;475,8429;14938,395;
492,8094;23618,534;476,1301;15055,221;
493,0983;23568,078;476,4173;15209,568;
493,3872;23603,726;476,7045;15322,06;
493,6761;23599,704;476,9917;15411,204;
493,9650;23603,203;477,2789;15525,558;
494,2538;23596,826;477,5661;15656,875;
494,5427;23552,866;477,8532;15821,566;
494,8316;23503,767;478,1404;15856,06;
495,1205;23568,561;478,4276;16034,582;
495,4094;23541,88;478,7148;16125,599;
495,6983;23431,189;479,0020;16319,393;
495,9872;23430,866;479,2892;16473,974;
496,2761;23443,375;479,5764;16585,491;
496,5650;23449,309;479,8636;16717,853;
496,8539;23484,221;480,1508;16801,983;
497,1428;23559,805;480,4380;17001,741;
497,4317;23630,052;480,7252;17092,662;
497,7206;23741,534;481,0123;17190,891;
498,0095;23720,804;481,2995;17342,627;
498,2984;23720,923;481,5867;17490,077;
498,5873;23752,807;481,8739;17649,511;
498,8761;23901,963;482,1611;17707,203;
499,1650;23918,473;482,4483;17846,259;
499,4539;24009,858;482,7355;18009,802;
499,7428;23984,179;483,0227;18115,222;
500,0317;24074,992;483,3099;18237,67;
500,3206;24010,906;483,5971;18339,402;
500,6095;24003,901;483,8843;18524,116;
500,8984;23995,509;484,1714;18629,069;
501,1873;23965,499;484,4586;18720,549;
501,4762;23774,835;484,7458;18868,925;
501,7651;23749,673;485,0330;19067,206;
502,0540;23771,129;485,3202;19179,169;
502,3429;23906,874;485,6074;19315,642;
502,6318;23756,839;485,8946;19449,545;
502,9207;23881,976;486,1818;19557,971;
503,2096;23794,238;486,4690;19701,263;
503,4984;23918,904;486,7562;19844,773;
503,7873;23824,732;487,0434;19951,614;
504,0762;23993,036;487,3306;20070,4;
504,3651;23836,622;487,6177;20199,628;
504,6540;23881,765;487,9049;20318,508;
504,9429;23945,826;488,1921;20466,219;
505,2318;24073,368;488,4793;20548,399;
505,5207;23974,428;488,7665;20700,55;
505,8096;24040,946;489,0537;20824,28;
506,0985;23935,851;489,3409;20945,602;
506,3874;24021,445;489,6281;21089,356;
506,6763;24006,918;489,9153;21172,234;
506,9652;23993,229;490,2025;21295,689;
507,2541;24032,938;490,4897;21445,762;
507,5430;24009,786;490,7768;21582,31;
507,8319;23975,429;491,0640;21666,777;
508,1207;23999,306;491,3512;21730,168;
508,4096;23928,692;491,6384;21886,288;
508,6985;24014,116;491,9256;22000,94;
508,9874;23961,101;492,2128;22116,82;
509,2763;23979,57;492,5000;22178,32;
509,5652;23963,516;492,7872;22369,788;
509,8541;23971,9;493,0744;22402,706;
510,1430;23999,537;493,3616;22548,95;
510,4319;23984,422;493,6488;22691,197;
510,7208;23965,11;493,9360;22827,547;
511,0097;23947,1;494,2231;22902,682;
511,2986;23948,896;494,5103;22966,282;
511,5875;23986,414;494,7975;23130,175;
511,8764;23951,315;495,0847;23254,943;
512,1653;23912,809;495,3719;23280,835;
512,4542;23974,004;495,6591;23457,749;
512,7430;23988,758;495,9463;23535,7;
513,0319;23986,064;496,2335;23616,814;
513,3208;23934,096;496,5207;23736,638;
513,6097;24005,828;496,8079;23846,582;
513,8986;23946,94;497,0951;23915,938;
514,1875;23974,158;497,3822;24051,24;
514,4764;23942,373;497,6694;24113,579;
514,7653;23877,881;497,9566;24296,777;
515,0542;23975,352;498,2438;24345,073;
515,3431;23949,805;498,5310;24383,605;
515,6320;23752,551;498,8182;24502,973;
515,9209;23781,933;499,1054;24592,247;
516,2098;23818,457;499,3926;24682,48;
516,4987;23826,752;499,6798;24766,445;
516,7876;23763,755;499,9670;24830,521;
517,0765;23779,647;500,2542;24953,001;
517,3653;23594,899;500,5414;24997,18;
517,6542;23643,92;500,8285;25036,153;
517,9431;23538,489;501,1157;25107,892;
518,2320;23655,6;501,4029;25187,038;
518,5209;23497,283;501,6901;25253,454;
518,8098;23653,301;501,9773;25287,842;
519,0987;23550,939;502,2645;25363,74;
519,3876;23709,29;502,5517;25410,062;
519,6765;23729,921;502,8389;25496,652;
519,9654;23812,292;503,1261;25591,129;
520,2543;24035,139;503,4133;25614,196;
520,5432;24184,94;503,7005;25703,191;
520,8321;24219,467;503,9876;25741,246;
521,1210;24405,47;504,2748;25800,827;
521,4099;24415,467;504,5620;25868,253;
521,6988;24536,081;504,8492;25910,895;
521,9877;24612,593;505,1364;26052,219;
522,2765;24723,698;505,4236;26036,729;
522,5654;24689,288;505,7108;26147,117;
522,8543;24729,616;505,9980;26123,799;
523,1432;24740,626;506,2852;26172,762;
523,4321;24761,933;506,5724;26283,299;
523,7210;24834,351;506,8596;26296,169;
524,0099;24844,24;507,1467;26314,202;
524,2988;24849,829;507,4339;26441,731;
524,5877;24963,476;507,7211;26502,762;
524,8766;25025,828;508,0083;26570,734;
525,1655;25062,917;508,2955;26586,762;
525,4544;25103,041;508,5827;26627,322;
525,7433;25132,254;508,8699;26649,374;
526,0322;25112,67;509,1571;26606,689;
526,3211;25235,809;509,4443;26713,76;
526,6100;25298,498;509,7315;26825,638;
526,8988;25348,503;510,0187;26818,646;
527,1877;25360,469;510,3059;26800,113;
527,4766;25367,142;510,5930;26925,63;
527,7655;25465,324;510,8802;26977,516;
528,0544;25568,16;511,1674;27004,084;
528,3433;25602,444;511,4546;26972,213;
528,6322;25673,886;511,7418;27058,893;
528,9211;25739,083;512,0290;27039,035;
529,2100;25743,097;512,3162;27097,863;
529,4989;25814,756;512,6034;27088,136;
529,7878;25873,546;512,8906;27108,941;
530,0767;25933,888;513,1778;27150,403;
530,3656;25947,847;513,4650;27144,395;
530,6545;26042,366;513,7521;27165,64;
530,9434;26078,079;514,0393;27109,408;
531,2323;26131,012;514,3265;27028,08;
531,5211;26127,74;514,6137;26995,345;
531,8100;26242,913;514,9009;27021,356;
532,0989;26323,737;515,1881;26983,969;
532,3878;26371,435;515,4753;26980,307;
532,6767;26407,609;515,7625;26887,245;
532,9656;26482,734;516,0497;26810,056;
533,2545;26629,09;516,3369;26809,709;
533,5434;26724,958;516,6241;26825,355;
533,8323;26724,622;516,9113;26818,05;
534,1212;26816,765;517,1984;26760,285;
534,4101;26810,046;517,4856;26690,258;
534,6990;26945,843;517,7728;26694,846;
534,9879;26927,611;518,0600;26686,617;
535,2768;27099,013;518,3472;26697,59;
535,5657;27090,291;518,6344;26710,502;
535,8546;27224,867;518,9216;26591,156;
536,1434;27161,886;519,2088;26631,32;
536,4323;27314,63;519,4960;26628,642;
536,7212;27353,692;519,7832;26600,64;
537,0101;27516,116;520,0704;26567,616;
537,2990;27398,944;520,3575;26548,84;
537,5879;27407,152;520,6447;26560,186;
537,8768;27570,965;520,9319;26529,156;
538,1657;27652,98;521,2191;26567,005;
538,4546;27672,095;521,5063;26588,259;
538,7435;27808,615;521,7935;26548,951;
539,0324;27908,013;522,0807;26577,386;
539,3213;28031,87;522,3679;26617,668;
539,6102;28130,189;522,6551;26588,203;
539,8991;28237,347;522,9423;26520,522;
540,1880;28356,176;523,2295;26540,97;
540,4769;28599,25;523,5166;26494,451;
540,7657;28492,638;523,8038;26467,788;
541,0546;28667,273;524,0910;26472,5;
541,3435;28759,391;524,3782;26423,993;
541,6324;28849,588;524,6654;26504,57;
541,9213;28962,421;524,9526;26540,28;
542,2102;29059,236;525,2398;26451,363;
542,4991;29096,434;525,5270;26425,465;
542,7880;29143,907;525,8142;26484,931;
543,0769;29171,705;526,1014;26409,399;
543,3658;29200,421;526,3886;26501,421;
543,6547;29323,959;526,6758;26475,598;
543,9436;29395,666;526,9629;26503,404;
544,2325;29388,643;527,2501;26455,354;
544,5214;29586,305;527,5373;26480,653;
544,8103;29793,98;527,8245;26558,139;
545,0992;29861,946;528,1117;26476,043;
545,3880;30005,658;528,3989;26507,403;
545,6769;30270,667;528,6861;26525,055;
545,9658;30416,601;528,9733;26483,122;
546,2547;30553,073;529,2605;26439,004;
546,5436;30723,359;529,5477;26458,383;
546,8325;30863,988;529,8349;26392,463;
547,1214;31102,13;530,1220;26399,514;
547,4103;31342,687;530,4092;26441,392;
547,6992;31459,841;530,6964;26543,985;
547,9881;31569,224;530,9836;26577,512;
548,2770;31735,231;531,2708;26587,324;
548,5659;31889,473;531,5580;26571,537;
548,8548;32040,07;531,8452;26569,158;
549,1437;32257,138;532,1324;26575,34;
549,4326;32455,668;532,4196;26609,912;
549,7215;32559,101;532,7068;26541,367;
550,0103;32723,387;532,9940;26560,645;
550,2992;32848,944;533,2812;26550,949;
550,5881;33051,388;533,5683;26574,625;
550,8770;33177,378;533,8555;26621,882;
551,1659;33425,914;534,1427;26660,953;
551,4548;33512,199;534,4299;26648,791;
551,7437;33843,137;534,7171;26688,371;
552,0326;34054,481;535,0043;26713,797;
552,3215;34393,669;535,2915;26671,74;
552,6104;34450,481;535,5787;26729,772;
552,8993;34693,161;535,8659;26743,172;
553,1882;34795,853;536,1531;26695,3;
553,4771;35093,038;536,4403;26699,506;
553,7660;35283,991;536,7274;26789,64;
554,0549;35528,87;537,0146;26838,159;
554,3438;35620,11;537,3018;26782,747;
